text,labels
These findings may contribute to redefine pigs nutritionalrequirements during inflammatory and/or immune challenges,O O B-Agr O O O O O O O O O O
Some natural molecules are able to inhibit VKOR which may involve coagulopathy by lack of PVKD,O O O O O O O O O B-Agr O O O O O O
Max Rubner Conference 2016: Food Metabolomics,O O O O B-Agr O
TDN possesses notes of hydrocarbons whereas TMPBE has violet notes,O O O O O O O O B-Agr O
Brownfield redevelopment provides opportunities to build sustainable cities for the future,O O O O O O O B-Agr O O O
Consistently cannabinoid agonists dampened in vivo optogenetically stimulated excitatory transmission in the same circuit,O O O O O O O O O B-Agr O O O O
Similarly the responses to MetDI variations around 1,O O O O O B-Agr O O
Providing choice amongst desserts increases food intake during a meal,O O O O O B-Agr O O O O
Context and objective: Recent studies suggested that sensory sensitivity could be linked to food neophobia described as the reluctance to eat or the avoidance of new foods,O O O O O O O O O O O O O B-Agr O O O O O O O O O B-Agr O O B-Agr
The second collects natural food microbiota without a prior culturestep,O O O O B-Agr O O O O O
The DII was based on 36 food variables,O O O O O O B-Agr O
AbstractBACKGROUND:Vascular endothelial dysfunction the hallmark of early atherosclerosis is induced transiently by a high-fat meal,O O B-Agr O O O O B-Agr O O O O O O O
Hydrosol has numerous advantages as a disinfectant of food-contact surfaces,O O O O O O O O B-Agr O
Repeated courses of antenatal corticosteroids are not recommended (Grade A),O O O O B-Agr O O O O O
Background: Cash transfer programs have the potential to improve dietary intake by improving accessibility to food,O O O O O O O O O O O O O O O B-Agr
Previous works have focused on means to detect changes and to adapt to them,O B-Agr O O O O O O O O O O O O
Studies investigating how such ontologies work are equally scarce,O O O O O B-Agr O O O
In this work we propose a Bayesian non-parametric estimation,O O B-Agr O O O O O O
An adapted control of the 13 PDO addition to the acetobacter culture may probably prevent this problem,O O O O O O O O O O O O B-Agr O O O O
Corticosteroids are efficient but only usually at high doses,B-Agr O O O O O O O O
Peripheral GLP-1 acts on VANs to inhibit food intake,O O O O O O O B-Agr O
We present here the biochemical characterization of three different poplar PDI isoforms,O O O O O O O O O B-Agr O O
We chose to work on the abaxial sepal as it displays consistent shapes and is easily accessible for live imaging,O O O B-Agr O O O O O O O O O O O O O O O O
One recent work [DBC15] has introduced a general formalization of this optimization problem,O O B-Agr O O O O O O O O O O
The postprandial distribution of dietary N was 5,O O B-Agr O O O O O
We identify a gap in this debate: very few explicit transition pathways exist while it may improve their credibility,O O O O O O O O O O O O O O O B-Agr O O O
Bitter food intake in the French SU,O B-Agr O O O O O
Further work is required to link the thermal softening steps to (bio)chemical mechanisms,O B-Agr O O O O O O O O O O O
Aerogels with a cellular microstructure had smaller pores and reached a minimal thermal conductivity of 0,O O O O B-Agr O O B-Agr O O O O O O O O
However few studies have compared environmental impacts of conventional and PF,O O O O O O B-Agr O O O O
Respondents are willing to pay 42,O O O O B-Agr O
Interspecies Electron Transfer (IET) is a mechanism that allows energetic coupling between two microorganisms,O O O O O O O O O O O O O B-Agr
In the present work the case of a fermentative bacterium receiving extracellular electrons while fermenting a substrate is considered,O O O B-Agr O O O O O O O O O O O O B-Agr O O
Most of them co-locate with QTL and could explain the resistance to Mlp,O O O O O B-Agr O O O O O O O
This could ultimately impact on bioavailability of folates inplasma,O O O O O O O B-Agr O
Plasma folate concentrations were determined before and up to 8 hours postmatrix ingestion,O B-Agr O O O O O O O O O O O
Permeation flux and ?-lactoglobulin transmission were evaluated,O O O O B-Agr O O
Simultaneously ?-lactoglobulin transmission follows a parabolic curve with a maximum increase of 68 % for VRR-3,O O B-Agr O O O O O O O O O O O O O
Culinary practices influence the content of bioactive compounds in food,O O O O O O O O O B-Agr
In this study a full-length cDNA sequence corresponding to Hba-pgp-2 was obtained,O O O O O B-Agr O O O O O O
E3 ligases recruit and bind specific substrates,O O O O O O B-Agr
Tetraploids had greater OMD than diploids (787 g kg?1 DM vs 776 g kg?1 DM respectively),B-Agr O O O O B-Agr O O O O O O O O O O
We detected DNA variations with freebayes/0,O O O B-Agr O O
Respondents were willing to pay 42,O O O O B-Agr O
It also includes situations in which clinical displays may be complex and hard to systematize,O O O O O O O O B-Agr O O O O O O
In spite of unfavorable economical conditions during the period 1992-1994 the surface of poplar stands has increased at the same rate as before 1991,O O O O O O O O O O O O O B-Agr O O O O O O O O O O
Means of localization of buried people,O O O O O B-Agr
It gives a spatial distribution of the concentration very close to the experimental one,O O O O B-Agr O O O O O O O O O
Drawings of treatment facilities are included,B-Agr O O O O O
The relativization of these impacts is observed and discussed,O O O O B-Agr O O O O
And here the floods are highly different from the ones observed in the Ardi?res watershed,O O O B-Agr O O O O O O O O O O O
The creation of ski pistes requires important digging works that are not easy to integrate and to manage,O O O O O O O O B-Agr O O O O O O O O O
Revegetation works have been conducted for more than ten years in some stations,O B-Agr O O O O O O O O O O B-Agr
It could have a direct impact on the pedunculate oak silviculture,O O O O O O O O O B-Agr O
They are unified in a generic architecture,O O O O O O B-Agr
The present work treats 857 accidents during the period October 1971 to September 1994,O O B-Agr O O O O O O O O O O O
The distribution morphological and ecological characteristics are studied,O B-Agr O O O O O O
It determines the plot sensibility to floods,O O O O O O B-Agr
Two extreme debris flow types are thus distinguished : muddy debris flows and granular debris flows,O O B-Agr O O O O O O O B-Agr O O O B-Agr O
We first review the main characteristics of debris flows,O O O O O O O B-Agr O
They guide views interfere the monotony of large clearcutting and tone down the perception of artificial forms and lines,O O O O O O O O B-Agr O O O O B-Agr O O O O O
For the upper ones the performance of sessile oak is underlined,O O O O O O O O B-Agr O O
Fusegates are put on the weir they can rotate and tilt over during large floods,O O O O O O O O O O O O O O B-Agr
Values were lower on cobbles than on boulders but sandy substrates did not differ from both,O O O O O O O O O O B-Agr O O O O O
In some cases he doesn't inform himself of his running work characteristics,O O O O O O O O O O B-Agr O
Then it was regionalized to provide the rainfall and floods quantiles database,O O O O O O O O O B-Agr O O
In this article I outline the limitations of convex hulls in this context,O O O O O O O O O B-Agr O O O
With a decline exceeding 30%over three generations the once-common European Turtle-dove isnow considered globally threatened by IUCN,O O O O O O B-Agr O O O O O O O O O O
It presents in 34 Sheets a wide panorama on technical economical and social issues these people may have to tackle,O O O O O O O O O O O O O O O B-Agr B-Agr O O O
In this work other regions were investigated,O O B-Agr O O O O
Moreover in some cases a minority of extremists can have a very important impact on the propagation by polarizing the social value,O O O O O O O O O O O O O O O O B-Agr O O O O O
The diploids colonize especially the Mediterranean region (except the Southeastern part) while the polyploids predominate throughout the other regions,O B-Agr O O O O O O O O O O O O O O O O O
To reach this objective we propose a modular architecture for which the specifications have been proposed,O O O O O O O O B-Agr O O O O O O O
The specific richness and algal coverings vary a lot within these stations,O O O O O O O O O O O B-Agr
The impacts on the low flows strongly differ from one scenario to another,O B-Agr O O O O O O O O O O O
Some matters to be spread require a specific work for phsical characterization,O O O O O O O O B-Agr O O O
The distribution curve obtained in this way shows the quantities spread in relation to the distance to the spreader working axis,O B-Agr O O O O O O O O O O O O O O O O O B-Agr O
However longhorn and buprestid beetles responded positively in gaps,O O O O B-Agr O O O O
Nevertheless inter-individuals variations were observed,O O B-Agr O O
Impacts of climatic change have been observed worldwide on several hydro-meteorological variables,B-Agr O O O O O O O O O O O
Whatever the good the WTP was seen to rise with revenue,O O O O O O O O B-Agr O O
The objective of this thesis work was therefore twofold,O O O O O B-Agr O O O
The repair works on the broken dikes when carried out in urgency and under delicate technical conditions are generally insufficiently reliable and are to be regarded as temporary,O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O O O
But such an attempt may worry students because they experience difficulties to promote their skills,O O O O B-Agr O O O O O O O O O O
Two exercises are presented here,O B-Agr O O O
The distribution cuve obtained in this way shows the quantities spread in relation to the distance to the spreader's axis of work,O B-Agr O O O O O O O O O O O O O O O O O O O B-Agr
This successful experience allowed us to check how people perceived floods and what they really knew,O O O O O O O O B-Agr O B-Agr O O O O O
However the majority of respondents agree to the possibility to work together to solve the problems,O O O O O O O O O O B-Agr O O O O O
This inquiry confirms the different perceptions among the categories of stakeholders,O O O O O B-Agr O O O O O
The second part reviews the gauging which are carried out during the 1993 1994 1996 2000 2002 and 2003,O O O B-Agr O O O O O O O O O O O O O O O
Additionally twelve cities acted as end users,O O B-Agr O O O O
The deliverable is focused on the detailed description of such variables addressing definitions estimation and mapping issues for each one of them,O O O O O O O O O O O O O O O B-Agr O O O O O O
In addition various questions were asked on their perceptions in relation to the FOPL they were exposed to,O O O O O O O O B-Agr O O O O O O O O O
Among these bats one was interestingly recaptured one year later and harbored a seropositive status,O O B-Agr O O O O O O O O O O O O
However the horizontally formed Pf1 biofilms were very fragile and could be partially removed by a gentle rinsing step,O O O O O B-Agr O O O O O O O O O O O O O
CONCLUSION: This work provides new evidence for a role of FGL1 in hemostasis,O O B-Agr O O O O O O O O O B-Agr
In this period the number of people who were blind increased by 50,O O O O O O B-Agr O O O O O O
Here we compare decision-making in capuchins macaques orangutans gorillas chimpanzees and bonobos in risky and ambiguous contexts,O O O O O O B-Agr O O O O O O O O O O
However bilateral vocal cord paralysis has rarely been described,O O O B-Agr O O O O O
Conclusions Bilateral vocal cord paralysis is a rare but potentially fatal complication of proximal esophagus stenting,O O O B-Agr O O O O O O O O O O B-Agr O
These principles may apply to other contexts of cellular plasticity,O O B-Agr O O O O O O O
However ischemia reduced the grafts' lifespan,O B-Agr O O O O
Although exercise-induced vasculitis (EIV) is usually misdiagnosed it is not uncommon,O B-Agr O O O O O O O O O
Erythematous or purpuric plaques arise on the lower legs without the involvement of compression socks or stockings,O O O O O O O O O O O O O B-Agr O O O
Unfortunately the mechanisms causing the onset and progression of entheseal ossification remain largely unknown,O O O O O O O O O O B-Agr O O O
S1P metabolic pathway may represent an ingenious therapeutic target for SpA in the future,O O O B-Agr O O O O O O O O O O
With 130 elderly people aged over 65 years old we confirm the variability of sensory performances,O O O B-Agr B-Agr O O O O O O O O O O O
This work identifies TGF-?1 and BMP-2 as potent inhibitors of IL-34 expression in RA synovial fibroblasts,O B-Agr O O O O O O O O O O O O O O
We refer to this architecture as a tribal?network,O O O O B-Agr O O O
Ionocytes appear in two distinct waves with their own kinetic,O O O O O B-Agr O O O O
To a certain extent we think this idea is legitimized by the choice of the UNO to make 2012 the year of international co-operatives,O O O O O O O O O O O O O O O B-Agr O O O O O O O O
Earnings increase linearly with the number of boxes accumulated but are zero if the bomb is also collected,O O O O O O O B-Agr O O O O O O O O O O
Further the preference for the camomile in comparison,O O O O O B-Agr O O
RESULTS: High variations in cesarean rates for singletons and multiples were observed everywhere,O O B-Agr O O O O O O O O O O
High variations in rate differences were also observed for near term versus term births,O B-Agr O O O O O O O O O O O O
We also found one resistance QTL QSng,O O O O O B-Agr O
OBJECTIVE: Nutritious yet inexpensive foods do exist,O O O O B-Agr O O
The latter aim could be very beneficial in the case of the GMO control,O O O O O O O O O O O O B-Agr O
Plasma leptin and cortisol concentrations were determined monthly,O O O B-Agr O O O O
A QTL on OAR21 affecting pepsinogen concentration exactly matched the pepsinogen (PGA5) locus,O B-Agr O O O O O O O O O O O
By circular permutation assays we showed that the DNA bends upon MC1 binding,O O O O O O O O O B-Agr O O O
Five supposedly neutral markers and 12 markers in the QTL regions showed Fst values greater than 0,O O O O O O O O O B-Agr O O O O O O O
In addition the different farm types did not all present the same progress margins,O O O O O O O O O O O O O B-Agr
QTL Rphq18 was effective to only two isolates CO-04 and 28,B-Agr O O O O O O O O O O
In contrastthe theoretical variance estimate critically depended on the assumed distribution,O O O O O O O O O O B-Agr
Twenty-two additional suggestive QTL were also detected,O O O B-Agr O O O
As could be predicted from a comparison of the cDNA sequences established by STEWART et al,O O O O O O O O O B-Agr O O O O O O
Three meals provided about 70 % of the lycopene as (Z)-isomers either mainly as 5-(Z) or 13-(Z) or as a mixture of 9-(Z) and 13-(Z) lycopene while three tomato preparations provided lycopene mainly as the (all-E) isomer,O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr O O O O O O O O
These criteria were fulfilled except for one farm where only fatteners were raised,O O O O O O O O O O B-Agr O O
A major consequence of GVC restructuring is the strengthening of links between retailers importers and foreign producers,O O O O B-Agr O O O O O O O O O O O O
Its characterization has not been done in this work,O O O O O O O O B-Agr
Finally the panel proved useful for checking the assembly of sequence scaffolds and for mapping EST located on one of the smallest microchromosomes,O O O O O O O O O O O O O O B-Agr O O O O O O O O
This is precisely the goal of the present work,O O O O O O O O B-Agr
However studies on support distribution have not been concerned about the part-time characteristics of farms,O O O O B-Agr O O O O O O O O O O
It may even fail to converge depending on initial conditions,O B-Agr O O O O O O O O
Organic farming covers just 3,O B-Agr O O O
Two different paradigms are in fact described even if many people think that both will coexist through the next decade,O O O O O O O O O O B-Agr O O O O O O O O O
Fatness variations showed specific patterns between lines,O B-Agr O O O O O
Thus authors fixed a more or less arbitrary window around associated markers often based on mean LD decay,O O O O O O O O O O O O O O O O O B-Agr
BWA mapping and annotation was performed identifying about two thirds of the sequenced reads,O B-Agr O B-Agr O O O O O O O O O O
The contributions of this work are three-fold,O O O O B-Agr O O
Overall this work will provide insights on the molecular origins and functional consequences of SV,O O B-Agr O O O O O O O O O O O O
Among cleaved embryos blastocyst rate decreased to 14,O O B-Agr O O O O O
Functional genomics of the digestive function in broilers,O O O O O O O B-Agr
Reliability (R2) was assessed from forward prediction of DGV or GEBV for young sires with at least 10 daughters,O O O O O O O O O O O O O B-Agr O O O O O
All scenarios aimed to predict GBVs of pigs of the three last generations (~ 400 pigs G7 to G9) in one or in the other line (validation line),O O O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O
One thousand SNP were selected to be QTL,O O B-Agr O O O O B-Agr
The LCIAs showed major differences between cases for some impacts and their drivers,O O O O O O O O O B-Agr O O O
More than 42 millions SNP were identified,O O O O B-Agr O O
Future work will focus on establishing its underlying mechanisms and molecular basis,O B-Agr O O O O O O O O O O
The objective of the present work is to predict the bubble break-up,O O O O O B-Agr O O O O O O
We present in this work a new technetium-99m-labeled derivative from isoniazid,O O O O B-Agr O O O O O O
Taxonomic status and distribution of Tunisian bats,O O O B-Agr O O B-Agr
We prove a convergence in distribution of n(-1/4)(X(T-n)-root 2n circle minus) towards a random mixture of Gaussian variables,O O O O O B-Agr O O O O O O O O O O O O
We conclude with a discussion about food democracy,O O O O O O B-Agr O
They may not reap advantages attributed to cooperative arrangements however if dissension arises concerning the means of competition or desired ends,O B-Agr O O O O O O O O O O O O O O O O O O O
The amorphous nature of the precursor phase was confirmed by the diffuse scattering of X-rays and electrons,O O O O O O O O O O O O B-Agr O O O O
Classical morphometry of 11 angles on the wings were carried out on 350 bees,O O O O O O O O O O O O O B-Agr
The differences between SFD underestimations of diffuse-porous beech and ring-porous oak were however not statistically sig- nificant,O O O O O O O B-Agr O O B-Agr O O O O O O
Consequently although foods have an enhanced tendency to oxidize the usage of antioxidants especially synthetic antioxidants is restrained,O O B-Agr O O O O O O O O O O O O O O O
Objective Uterine atony is the first cause of postpartum hemorrhage,O O O O O O O O O B-Agr
Conclusion The obstetric prognosis after a uterine compression suture is kept,O O O O O O O B-Agr O O O
For hazelnut skins TP ranged from 61,O O B-Agr O O O O
Therefore CK may play both positive and negative roles in <em>M,O O B-Agr O O O O O O O O
The maximum total phenolic in skins was 31,O O O O O B-Agr O O
Different from CNC modification before emulsification modification can be carried out on the droplets after emulsification,O O O O O B-Agr O O O O O O O O O B-Agr
The initial investigation included immunoreactive quantification of urinary free cortisol (UFC),O O O O O O O O O B-Agr O
We found that cannabinoid type 1 receptors (CB1R) key regulators of aversive responses are present at presynaptic terminals of MHb neurons in the IPN,O O O O O O O O O O O O O O O O O B-Agr O O O O O O
Thus presynaptic CB1R control expression of aversive memories by selectively modulating cholinergic transmission at MHb synapses in the IPN,O O O O O O O O O O O O B-Agr O O O O O O
The pattern can ako help us to check the good working of industrial deodorizers and to chose new ones,O O O O O O O O O O B-Agr O O O O O O O O
The increase in herbage CP content partly explains the rise in OMi,O O O O O O O O O B-Agr O O
Nineteen isolates were characterized by PCR-RFLP of 16S rDNA,O O O O O O O O B-Agr
The spread was analysed by mapping the localities for each 30-year period since 1863,O O O O O B-Agr O O O O O O O O
However treatment at 190 C produced refractory soluble COD,O O O O O O O O B-Agr
In the northern European cities of Edinburgh and Copenhagen by contrast maximum values were lower and diurnal variation was much smaller,O O O O B-Agr O O O O O O O O O O O O O O O O
Moreover these deeply divergent deep-sea clades showed a wide distribution suggesting a connection between the reefs,O O O O O O O O O B-Agr O O O O O O
Aims: Microorganisms play an important role in winemaking,O B-Agr O O O O O O
Over one month of spawning they performed on average 15,O O O O B-Agr O O O O O
Conclusions: Heartwood formed during the dormant period in Sitka spruce in Great Britain,O O O O O O O O O B-Agr O O B-Agr
The two- and three-source representations are discussed in relation to previous work where some ambiguities arise,O O O O O O O O O O O B-Agr O O O O
Organic farming is gaining interest worldwide due to its low environmental impact,O B-Agr O O O O O O O O O O
However a COD/N ratio of 3,O O B-Agr O O O
This study contributes to the theory behind the diversity of plant?virus transmission patterns observed in nature,O O O O O O O O O O O B-Agr O O O O
Number of transgressive lines of early generation correlates to the respective number in the second backcross generation,O O O O O O B-Agr O O O O O O O O O B-Agr
The clarification of the incidents showed that there had been a main reason for the poisoning in each culture and year,O B-Agr O O O O O O O O O O O O O O O O O O O
Until recently taxonomic keys were confusing and in some cases inaccurate,O O O B-Agr O O O O O O O
CRL is a true lipase,O O O O B-Agr
Contrary to many lipases CRL is able to hydrolyse its substrate in the presence of natural detergents,O O O B-Agr O O O O O O B-Agr O O O O O O
SA was deactivated in May 2000,O O O O B-Agr O
These differences in BMI trajectories during childhood support the theory of an early origin of the MS justifying early prevention,O O O B-Agr O O O O O O O O O O O O O O O O
This could translate into a rise in undernourishment of 80-300 million people in 2050,O O O O O B-Agr O O O O O B-Agr O O
Consider access to food from the ethics of care is the path that we are exploring in this article to address this issue,O O O B-Agr O O O O O O O O O O O O O O O O O O O
Our study provides an understanding of how ZIKV initiates transmission in new regions,O O O O O O O O O B-Agr O O O
HIV prevalence was lower than expected,B-Agr O O O O O
These warranties are generally given through official specifications regarding farming practices,O O O O O O O O O B-Agr O
The past decade has revealed much about the complexity of the local inflammatory response after spinal cord injury (SCI),O O O O O O O O O O O O O O O O B-Agr O O
Class-2 and Class-3 foods also followed patterns that fit the expected ranking,O O O B-Agr O O O O O O O O
Here we demonstrate that KIX8 and KIX9 which function as adaptors for the corepressor TOPLESS and PPD are novel substrates of SAP,O O O O O O O O O O O O O O O O O O O B-Agr O O
Consequently food behaviors did not follow dietary recommendations,O B-Agr O O O O O O
Residuals showed a random dispersion pattern,O O O O B-Agr O
Targeted anti-inflammatory and anti-VEGF treatments may be of interest in the future,O O O O O B-Agr O O O O O O
Therefore it could be a new tool to reduce plasmodium transmission,O O O O O O O O O O B-Agr
However whether ticks are able to produce endogenous alpha-Gal remains currently unknown,O O B-Agr O O O O O O O O O
Some OTU showed distribution patterns in line with these MST datasets such as those allocated to the Aeromonas Acinetobacter and Pseudomonas,O O O B-Agr O O O O O O O O O O O O O O O O O
No environmental outbreak of these bacterial contaminants was detected,O O O O O O B-Agr O O
CSDs (P3-1/ P3-2 latency ranges) reveal that T1- and T3-women show an atypical activation distribution to anxiety sweat,O O O O O O O O O O O O O O B-Agr O O O
After applying additional search criteria 14 manuscripts (26798 old participants) were selected from an initial universe of 1681 identified,O O O O O O B-Agr O O O O O O O O O O O O
Aphids were identified under a stereomicroscope,B-Agr O O O O O
J-PrefQuest comprises 17 Japanese food items categorized into four sensations: fatty salty sweet and umami,O O O O B-Agr O O O O O O O O O O
Olfaction influences food choice and intake,O O B-Agr O O O
Although pro-inflammatory microbes are probably enriched in the small intestinal (SI) mucosa most studies have focused on fecal microbiota,O O B-Agr O O O O O O O O O O O O O O O O
We explore how geographic access to PEP impacts the rabies burden in Madagascar and the potential benefits of improved provisioning,O O O O O O O B-Agr O O O O O O O O O O O O
Therefore an advanced characterization of this hitherto neglected mechanism could radically change our understanding of olfactory perception,O O O O O O O O O O O O O O O O B-Agr
Olfaction is a crucial sense for insects to detect food seek partners or escape dangers,O O O O O O B-Agr O O B-Agr O O O O O
Volatile molecules are mainly perceived through insects' antenna,O O O O O O B-Agr O
It paves the way for future randomised controlled clinical trials for peripheral nerve or spinal cord repair,O O O O O O O O O O O O O O O B-Agr O
The exercise intensity was individually prescribed to elicit around 35%-40% of VO2 peak for both conditions,O B-Agr O O O O O O O O O O O O O O
Thus FPR2 antagonists might be explored for novel treatments against influenza,O O B-Agr O O O O O O O O
Five BMI SNPs were associated with VTE at P < 0,O B-Agr O O O O O O O O O
Prey suppression was therefore strongly strengthened by the presence of large ground beetles in the assemblages,O O O O O O O O O O O O B-Agr O O O
Second PARs mobility has been studied during a 185 days long incubation experiment,O B-Agr O O O O O O O O O O O
PAHs were administered via a contaminated food at two doses 2 and 200 ?g/kg /day dose,O O O O O O B-Agr O O O O O O O O O
A high photoperiod decrease of 4 or 8 hours is recommended,O O B-Agr O O O O O O O O
This suggests that ICEs have acquired novel modules by a new mechanism : accretion / mobilization of CIMEs,O O O B-Agr O O O O O O O O O O O O O O
Other specimens of Chinese truffles collected in the last 25 years were studied,O O O O B-Agr O O O O O O O O
We noticed a higher vulnerability for birch,O O O O O O B-Agr
Nowadays no more resistant poplar cultivars are available,O O O O B-Agr O O O
The work is divided into four sequences: 1,O B-Agr O O O O O O
The first key objective was the study of the gustatory contribution of oak lignans,O O O O O O O O O O O O B-Agr O
Increasing evidence indicates that Ca2+ and NO work together in mediating responses to pathogenic microorganisms and microbe-associated molecular patterns,O O O O O O O B-Agr O O O O O O B-Agr O O O O
These biofuels are classified into three successive generations,O O O O O O O B-Agr
The objective of this work is to examine the interest of two promising ways,O O O O B-Agr O O O O O O O O O
In this context the objective of my thesis work was to understand the mechanism of complex coacervation between -lactoglobulin (-LG) and lactoferrin (LF) in the absence and presence of small ligands,O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O
However the extent to which this might impact children?s food preferences and intake is limited,O O O O O O O O O B-Agr O O O O O
Six percent of transcripts were altered at the two-fold threshold in placentas of manipulated embryos 2/3 of transcripts being down-regulated,O O O O O O O O O O O O O O B-Agr O O O O O
The importance of hydraulics in the control of leaf expansion rate (LER) has been demonstrated,O O O B-Agr O O O O O O O O O O O
Some of these systematic variations are progressive others discontinuous,O O O O B-Agr O O O O
This work was performed through the technical and scientific support of MetaboHUB,O B-Agr O O O O O O O O O O
The debates around evidence-based practices may provide some landmarks in this new situation although they also emphasize the limits of the tools that can be built for this purpose,O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O
This may mean other defence mechanisms have to be considered,O B-Agr O O O O O O O O
Background and Aims In conifers mature somatic embryos and zygotic embryos appear to resemble one another physiologically and morphologically,O O O O B-Agr O O B-Agr O O B-Agr O O O O O O O O
A few intergenic regions were also identified that may act as regulatory sequences under co-culture conditions,O O O O O O O O B-Agr O O O O O O O
We detected 50 QTL responsible for quantitative variations in these traits seven of which showed putative pleiotropy,O O O B-Agr O O O B-Agr O O O O O O O O O
The position of some of these QTL was accurately determined with the minimum confidence interval reaching 76 kb and 1,O O O O O O B-Agr O O O O O O O O O O O O O
Among them the yellow-legged hornet Vespa velutina is a keen hunter of domestic honeybees,O O O O O O O O O O O O O B-Agr
The intensity of relation may be continuous or binary,O O O O B-Agr O O O O
We th en present some preliminary choices concerning the platform architecture,O O O O O O O O O O B-Agr
LD seems to decay at distance longer than ca,O O O B-Agr O O O O O
All the embryos formed calli,O O B-Agr O O
In the last 30 years increasing numbers of city dwellers have chosen to go and live in the countryside,O O O O O O O O O O O O O O O O O O B-Agr
The French Institute of Bioinformatics - IFB wish to initiate a collaborative work dedicated to scientific workflows and especially to the platform Galaxy,O O O O O O O O O O O O B-Agr O O O O O O O O O O
High deviations seldom occur in Beech and Oak,O O O O O B-Agr O B-Agr
The two microsatellite markers flanking the QTL peak are between defined syntenic segments,O O O O O O B-Agr O O O O O O
By implementing such a decision may we not be opening Pandora?s Box in terms of European winemaking?,O O O O O B-Agr O O O O O B-Agr O O O O O
The distribution of the extreme years of this general synthetic series is not homogenous,O B-Agr O O O O O O O O O O O O
In eukaryotes in contrast the importance of HGT has long been overlooked and its evolutionary significance has been considered to be mostly negligible,O B-Agr O O O O O O O O O O O O O O O O O O O O O
A mean MOI value of 4 has been previously determined only for a baculovirus infecting insects,O O O O O O O O O O O O O O O B-Agr
Conclusion: Annotation of a mini-contig including SPRN suggests conserved linkage between Oari22q24 and Hsap10q26,O B-Agr O O O O O O O O O O O O
The present work aims at producing an overview between this disorder and theses outcomes,O O B-Agr O O O O O O O O O O O
It defines variation intervals within which emergence can occur or not,O O O O O O B-Agr O O O O
The signal in bees having deformed wings was significantly higher than in normal ones,O O O B-Agr O O O O O O O O O O
The major difference observed between PaCE16A and TrCE16 was found on polymeric substrate acetylglucuronoxylan,O O O O O O O O O O O O B-Agr O
In addition the LC allows easily ranking foods according to their lipotropic potential,O O O O O O O B-Agr O O O O O
National studies show that farms close to cities are smaller and more intensive,O O O O O O O B-Agr O O O O O
Potential environmental reservoirs of diversity have been identified,O O B-Agr O O O O O
Distinct bundles of kp-ir nerve terminals were observed in the lateral zone of the median eminence (ME) and dispersed in smaller quantities in its medial zone,O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O
In the first part we summarize the ecological concepts on which this work is based,O O O O O O O O O O O O B-Agr O O
PGE and PAH deposition on ryegrass near the highway occurred mainly for the first weeks of exposure,O O B-Agr O O B-Agr O O O O O O O O O O O
This permits the work to be spread out,O B-Agr O B-Agr O O O O
Insects have been reared here for more than 10 generations,B-Agr O O O O O O O O B-Agr
Second we will highlight the potential of neuroimaging and neuromodulation in individualized medicine,O O O O O O O O O O O O B-Agr
The possible involvement of sequence convergence in the creation of U{1: 1} pairs was discarded due to the frequent conservation of intron positions,O O O O O O O O O O O O O O O O O O O B-Agr O O O
But as risky situations and food crises are going on these sectorial actions are no longer functional and effective,O O O O O B-Agr O O O O O O O O O O O O O
The challenges concerning food securitization are so important that revising our way of thinking has now become a must,O O O B-Agr O O O O O O O O O O O O O O O
This study focussed on the ten largest detected QTL assuming they are candidates for further characterization,O O O O O O O O B-Agr O O O O O O O
The QTL with highest LOD value was located on the top third of LG10,O B-Agr O O O O O O O O O O O O
Although significant these impacts remain smaller than what had been expected by policymakers,O O O B-Agr O O O O O O O O O
RTs may be individually reprogrammed in response to their microenvironment to maximize adaptive plasticity,O B-Agr O O O O O O O O O O O O
Division of labor is a key characteristic of social insects and contributes to their ecological success,B-Agr O O O O O O O O B-Agr O O O O O O
Conclusions: This study shows that pediatric onset FRNS and SDNS may have a long-term negative impact on mental HRQOL and highlights the impact of fatigue which is often not adequately considered in routine care,O O O O O O O O O O B-Agr O O O O O O O O O O O O O O O O O O O O O O O
Conclusion: Distinct patterns of functional connectivity characterized VI and VH in PD suggesting that these two perceptual experiences while probably linked and driven by at least some similar mechanisms could reflect differing neural dysfunction,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B-Agr
Moreover BPA exposure induced gut dysbiosis and decreased microbial diversity induced by food allergy,O O O O O O O O O O O O B-Agr O
Later climatic changes may explain the strikingly disjunct ranges,O O O B-Agr O O O O O
These tools could be particularly useful for shuffling diversity in pre-breeding generations,O O O O O O O O O O O B-Agr
Where there is a rich bibliography confident recommendations may be made,O O O O O O O O B-Agr O O
Median attendance to exercise sessions reached 100% (Q1-Q3: 97%?100%) sessions,O O O B-Agr O O O O O O
The aim of this study is to explore the role of dromedary camels as transmitters for PPR,O O O O O O O O O O O O O O O O B-Agr
After remote transmission the examinations were interpreted by participating ophthalmologists at the Dijon University Hospital,O O B-Agr O O O O O O O O O O O O
ROS can be produced intracellularly from immature sperm oocytes and embryos,O O O O O O O O O O B-Agr
However little attention has been paid to the implications of FT for food security,O O O O O O O O O O O O B-Agr O
